track,artist,label
Smile,Uncle Kracker,others
Rothko Chapel 1,Morton Feldman,love
Ylpeä sydän,Scandinavian Music Group,fear
Planet,Kitaro,love
Singapore,Tom Waits,fear
Concrete,Frank Bretschneider & Taylor Deupree,joy
Graham Greene,The Bon Vivants,joy
January Rain part 2,Mesje,joy
Carbon Monoxide,Cake,sadness
Quit Your Low Down Ways,Bob Dylan,angry
Doppelganger,God Module,angry
Exosphere,Carbon Based Lifeforms,fear
Down In The Hole,Alice in Chains,fear
Flower in the Universe,島みやえい子,fear
The Rough and the Quick,Red Snapper,others
Learning How To Love You,John Hiatt,love
Skeletor/beastman!,Gnarkill,joy
How Many Planets?,They Might Be Giants,others
Man With No Country,Flogging Molly,others
World Destruction,Time Zone,joy
Cocaine Socialism (Proper Version),Pulp,others
Light on the Land,Nujabes,love
Tooley Crew Personified,Pharoahe Monch,love
Man Of Constant Sorrow TV-Show,Bob Dylan,sadness
to a child dancing in the wind,Martyn Bates & Troum,sadness
Closer,Ne-Yo,others
Mars Attacks,The Misfits,others
Photograph,The Verve Pipe,love
Antidotum tarantulae,Sangue Vivo,love
Dead Beat 1,The Society of Invisibles,angry
Vampire,Amber Asylum,fear
The Great Hunting,Horologium,fear
Wild West,Pistol Kixx,angry
Collide,VNV Nation,others
Alternate Energon,Skerror,angry
As Stars We Belong,Thermostatic,others
Better Off As Two (Kid Krazzy +- Remix),Frankmusik,others
Books Written For Girls,Camera Obscura,love
The Healing,Adrian Sieber,joy
And Gods Ocean,Lacrimas Profundere,sadness
Return of The Prodigal,tAaOS,love
Mickey Mouse,Wavves,others
Untitled 7,Oliver Hacke,fear
Sacred Disciple Wannabe,Jarboe,joy
Rainbow Flows,Husky Rescue,love
Black Flag,Duchess Says,others
Stigmata,Gallo,others
Retrograde,James Blake,fear
Dead Sailors,Аквариум,sadness
Mr. Custer,Larry Verne,others
Nervous Man In A $4 Room,Astroglides,angry
Fireflies,Owl City,others
LAnge et LOrpheline,Rosa Voragine Submersa,sadness
Polska Release,Sanna Kurki-Suonio,love
Suffer the season,Shadows Fall,angry
Atlantic,The Aluminum Group,love
Im Leaving For Paris,Rufus Wainwright,joy
Juan,Alaska,angry
ハートリアライズ,Tia,sadness
I Cant Believe Its Not Love!,Hello Saferide,fear
House Fire,Someone Still Loves You Boris Yeltsin,love
When Youre Around,Motion City Soundtrack,joy
Perfect Blue Buildings,Counting Crows,fear
Watch the Fire,Cawatana,fear
Beyond,Joann Rosario,love
Hagoromo no Komoriuta (Okinawan Lullaby),Aiko Shimada and Elizabeth Falconer,love
Ungirthed,Purity Ring,love
Promiscuity,Manu Chao,joy
Northern Lights,Waldeck,fear
Syncope,Sparta,fear
Heaven,The Fire Theft,joy
Monster,Henry Rollins,angry
future minds,Mick Chillage,others
"Plastic Man, Youre the Devil",Pink Mountaintops,love
For the Love of Money,Bulletboys,angry
Aaja,The Nasha Experience,others
Because,Novastar,joy
dlp 3,William Basinski,fear
Hurt,Christina Aguilera,fear
Through the Grey Horizon,Arcana,fear
The Falls,Skepticism,joy
Hungarian Rhapsody No. 2,Franz Liszt,others
Consummation,Akhlys,joy
Pigswill,Foetus,joy
Total Decay,The Soft Moon,sadness
Penguin Offering Peanuts,Ilkae,others
Chinatown,Jets to Brazil,love
Sky Sailor (Float Away),"Daft Punk, TRS-80 & Ariel Pink",sadness
The Wrong Way,Bayside,others
Rise,Eddie Vedder,love
Pow Wow Now,Boredoms,love
Lo Fi Groovy,All India Radio,love
Im Sleepy Now,Scarecrow the Scumfuck,love
Alone,Mary J. Blige,angry
Spirit Of Survival,Yes,sadness
Retrovertigo,Mr Bungle,fear
Try to Be,Blue Hawaii,sadness
Both Ends Burning,Bryan Ferry And Roxy Music,love
A Nicely Chilled,Groove Salad,fear
Like An Eagle,Dennis Parker,joy
Nuurdfresklun det san wi,Lembek,joy
Love Zombies,Chris Garneau,joy
Software Version,Arpanet,love
Jerusalem,Heimataerde,fear
Autobahn,Anberlin,sadness
Whistle Clock,Assembly of Dust,love
Revelation,The First Wolf,fear
"Red, Yellow & Blue",Born Ruffians,love
Instrumental,The Microphones,love
Diaphragm,Punctured Tough Guy,fear
Addicted,Marc Almond,others
Wolves + Libertines,Heartsrevolution,angry
Summoning of the Muse,Dead Can Dance,fear
Distant Temple,Temple Step Project,love
07 07 Track 7,Chicago Soundtrack,joy
Disgusting,Mansun,sadness
Inner Silence,Anathema,fear
I Cant See You With Him Ft. Fred-ex,Randy Rocket,others
Nova Genesis (Ad Splendorem Angeli Triumphantis),Luca Turillis Rhapsody,angry
Madomba,Issa Bagayogo,others
scary,Since1889,angry
Doomsday Clock,Born from Pain,angry
Nikon 2,カヒミ・カリィ,love
Like a movie star,ManInside,love
Niagara Niagara,Jordan OJordan,joy
Living in limbo,Jane Birkin,love
Hiss The Villain,Sparta,others
Michelle Johnson,MeShell Ndegéocello,love
"Missa in angustiis, Nelson Mass, Hob. XXII:11 in D Minor: Kyrie","Carolyn Watkinson, David Wilson-Johnson, Felicity Lott, Maldwyn Davies, Nicholas Parle, The English Concert, The English Concert Choir & Trevor Pinnock",joy
Spit It Out,IAMX,joy
Black Water,Timber Timbre,love
Threshold,Sex Bob-Omb,fear
Silver Crucifix,King Dude,joy
Thumb Cinema,The World/Inferno Friendship Society,others
Sleep Well,Lydia,love
Snake Charmer,Nox Arcana,joy
Frantasia,Ilkae,others
"Träumerei from Kinderszenen, Op. 15",Robert Schumann,others
I Love Paris,Jack Costanzo,others
A Mans Gotta Do,"Neil Patrick Harris, Felicia Day & Nathan Fillion",others
Sometimes These Words (Acoustic),Tom Kerswill,love
Track VI,Der Blutharsch,fear
(I Wish I Knew How It Would Feel To Be) Free/One,Lighthouse Family,others
You Cant Go Home Again (Album,DJ Shadow,joy
"Snare, Girl",Sonic Youth,fear
Seven Fingers,Black Francis,sadness
Memories Of Water,Moonsugar,sadness
The Void,Metric,others
Josie And The Pussycats,Josie and the Pussycats,others
Radiate,The Honorary Title,joy
Hopeful and Strong,Kurse,others
Nisam sumnjala,Indira Radic,angry
Ooh La La,Faces,others
Me So Horny,2 Live Crew,others
Track 5,Chicago Soundtrack,joy
I Cant Loose,The Phantoms Revenge,fear
De Cuerpo Entero,Violeta Parra,others
Twenty Miles,Deer Tick,love
Vicious Visions,Blind Illusion,joy
Grey Owls Lodge,Phil Thornton,fear
Fine Wine,Zach Gill,love
Survivalism (saul williams),Nine Inch Nails,joy
The Black Crow,Songs: Ohia,fear
Lady Gun,Blackbow,love
Up & Down & Back Again,Powderfinger,love
For Good,Ulrich Schnauss,love
An Evening with Rthrtha,The Octopus Project,fear
Rumeli Karsilamasi,Djinn,joy
Lonely Side Of Town,The Aislers Set,angry
Sur la tombe dun Camarade (1919),Les Joyaux de la Princesse,fear
Ugly Love,Eels,fear
Ojoje,Yinka,love
Dont Change Your Plans,Ben Folds Five,fear
Corsicana,The Antlers,love
Bedtime Stories,Amon Tobin,angry
We Come Alive,The Wave Pictures,others
Between the Demons,Raised Fist,angry
Find A Way,SafetySuit,fear
Az erdőn túl,A kutya vacsorája,joy
La Vie a 2,Manu Chao,others
Death in the fields,PYRAMID_HEAD,sadness
Pretend You Love Me,Sonny & The Sunsets,joy
Memory Leak,Nadja,joy
Honor Him (From Gladiator),Movie Sounds Unlimited,others
Dolores Park,Tim Doyle,fear
Round Here,Counting Crows,fear
Im Sorry I Sang on Your Hands That Have Been in the Grave,Sunset Rubdown,fear
Yeah,Boys Noize,others
Gacys Lot,Macabre,sadness
Lets Kill Tonight,Panic! at the Disco,others
One God Dub,Kaya Project,fear
Garden Of The Gods,Echoes of Eternity,joy
Radio,Sleeping Johnny Fish,others
Signal/Noise,Chris Mills,love
Rain on Tin,Sonic Youth,fear
Jaime Vous Voire Quitter,Islands,others
Automnal,Nebulo,love
Follow That Camel,Eat Static,others
Cream,Prince  The New Power Generation,others
Pattycake,Self,others
Nickel Romeo,The Bangles,love
T.H.T.,Sum 41,others
Hour of the Wolf,Christian Death,angry
The Rose,Westlife,joy
Deep Water,Jude Johnstone,love
State of Grace,Taylor Swift,joy
I Love You,The Brian Jonestown Massacre,fear
Time Travel,Michael Andrews,fear
Bubble Gum Years,Gomez,love
Giddy Stratospheres,The Long Blondes,joy
Adventurer,Lou Reed,sadness
Guilty,Marina & the Diamonds,fear
We Are the Champions,Glee Cast,others
Two Hands and Ten Fingers,Last Days of April,others
Atomic Atmosphere,Fitalic,fear
Cross the Line,John Legend,love
Herbie vs. NASCAR,The Blacksmoke Organisation,others
ミソスープ,テゴマス,love
You,Raheem DeVaughn,love
Grab a Hold,Cyndi Lauper,joy
砂の城,加藤和樹,love
Polynomial G,Aphex Twin,joy
No Angel ( Its All In Your Mind ),No Angels,fear
The Willow Maid,Erutan,angry
Angels Are Calling,Ari Koivunen,angry
Bells Ring,Mazzy Star,fear
Something Im Not,Megadeth,angry
Clouds,As Cities Burn,joy
Run This Town,Lucy Hale,love
Livonia,His Name Is Alive,angry
Poika vuoden takaa,Ultra Bra,sadness
Life - Remastered,Solar Fields,love
Someone New,Eskobar,fear
Behold a Pale Horse,Saviour Machine,sadness
A Glass Can Only Spill What It Contains,Aitch,love
Девочка,Мумий Тролль,love
Russian Dance,Pyotr Ilyich Tchaikovsky,others
May The Circle Be Open,Robert Gass,love
Broken Leg,Bluejuice,others
Broken Homes,Neal Morse,love
Mass: Puer Natus Est Nobis - Gradual: Viderunt Omnes,Thomas Tallis,joy
Me & Mandy,Example,love
Wolf Reprise,Mia Doi Todd,sadness
HR 8938 Cephei,deadmau5,fear
Mon Palais De Solitude,Sherazade,others
Surprise Valley,Widespread Panic,angry
Akin,Larsen,angry
Marie,Copenhagen,love
The Frozen Point (Remixed By Acylum),Wynardtage,sadness
Sanctuary,Cavalera Conspiracy,joy
Perfect Day,Beatkonexion,love
Loco,Fun Lovin Criminals,joy
Blue Motel Room,Joni Mitchell,fear
Cry No More,Robin Thicke,love
High Step,Sage Francis,angry
Flat Top,The Goo Goo Dolls,angry
Att angöra en brygga,Monica Zetterlund,love
Heads And Flowers,Lamb,fear
Blinktwice,Dressy Bessy,joy
Tough Girl,Open Hand,joy
Stop The World,Extreme,fear
Isis (Alex M.O.R.P.H. Remix),Sophie Sugar,joy
葬列,椎名林檎,fear
Cherished Agony,Android Lust,angry
Shot of Love,Develish Doubledylans,fear
Know Me,Frankie Rose,love
Harmonium,Anathema,fear
She Watch Channel Zero ?!,Public Enemy,angry
Satellite,Jewel,others
Ghost of Books,Avey Tare,fear
Im A Man Just Like You,Ras Michael,joy
Go Motherfucker Go,Nashville Pussy,joy
Fly Me to the Moon (In Other Words),Frank Sinatra,others
Scrapbook,Dimmer,angry
Healer,Hillsong,joy
She Moves Through The Fair,Fairport Convention,love
When the Night Comes,Aoki Takamasa + Tujiko Noriko,love
Beginners,Granada,fear
Ronan,Taylor Swift,fear
Moon River (1997 Digital Remaster),Henry Jerome,love
Swing,Johan,love
Sinner,Jarboe,sadness
The Ghost of You Lingers,Spoon,joy
In The Lost And Found (Honky Bach),Elliott Smith,joy
Regarde les riches,Patricia Kaas,joy
"Cold, Cold Heart",Bill Frisell,fear
Oeste,Alta Infidelidad,love
To Rid the Disease,Opeth,fear
Dont Make a Sound,Azure Ray,love
A Skeleton Of Something More,Sleeping at Last,love
Heart,Beatkonexion,others
۞,0lд,joy
Ive Always Loved The Fall,Lost in the Trees,fear
Ruby Glass,Skerror,angry
Waterfalls,Cécile Corbel,angry
Lila,Mock Orange,others
Burnin Heretic (album version),Apoptygma Berzerk,sadness
Its The Most Wonderful Time Of The Year(Live),Boa,others
激情 － Άδης －,志方あきこ,fear
Axis,Pet Shop Boys,others
Bottle Rocket,The Go! Team,others
Gardenia,Mandy Moore,joy
Murder of Crows,Sadistik,sadness
Bass Trap,U2,love
Springtime,Donald Fagen,love
Breathe,Depeche Mode,joy
Second Bird Of Paradise,The Rosebuds,joy
Good Day,Jewel,joy
Doin Alright,Tower of Power,joy
Meantime,Imogen Heap,others
Flower Child,David Ruffin,sadness
"make a list, make a wish",Art Pepper/Milcho Leviev,others
31 (4 Jean Renouard),ZAILM Atoyanh,fear
เพื่อนของเราชื่อความเหงา,ตรัย ภูมิรัตน,angry
Sirens In Filth,Novembre,joy
Exit,Marsheaux,joy
Call On Me (Live Album Version),Lou Reed,sadness
Her Disappearing Theme,Broken Social Scene,love
No Matter What,Boyzone,love
Bloodflows,SOHN,others
Point of Awakening,Desert Dwellers,joy
César Franck -  Allegretto poco mosso: Sonata A major,Volodja Balžalorsky,love
Part 5,Kalte Container (First Nebel Project),sadness
Malediction,Diamanda Galás,angry
Прекрасное Далеко (Dust-mix),The Kirbi,love
End of Line (Boys Noize remix),Daft Punk,others
Into the Wild,Cascadeur,fear
jesli nie rozjada nas czolgi,happysad,love
I Suck At Songwriting,Incompetentia,joy
Scratch Yer Head (Square Pusher Mix by Tom Jenkinson),DJ Food,joy
Closer Still,Brian Simpson,others
Wretched,Zyklon,joy
The Abeyance,Project Pitchfork,sadness
Gumbo,MF DOOM,others
Halloween,Dave Matthews & Tim Reynolds,sadness
Dewas,Taruna,love
The Geek (Shall Inherit),Wir sind Helden,joy
All I Need,Amplive,others
To Fix the Gash In Your Head,A Place to Bury Strangers,fear
O Holy Jesus,The Cathedral Singers,joy
Tail Of The Sun,Stroke 9,sadness
Waterfront Dance Club,Funeral for a Friend,angry
Keep The Lights On,Wave Machines,fear
Street Fighters,Ananda Shake,sadness
Worry About It Later,The Futureheads,love
Drag Me Down,One Direction,others
Now I Hollar,Plastic Little,joy
New Years Prayer,Jeff Buckley,joy
Whirlwind,Roxy Music,love
The Game,Phillys Most Wanted,others
Shes Seventeen,HTRK,others
What Are You Going To Do When You Are Not Saving The World?,Hans Zimmer,joy
Chasing The Dawn,Marbury,sadness
I Dont Want To Bring Your Gods Down,Terence Trent DArby,joy
The Sun Never Stops Setting,Moby,love
120728 The Essence of the Dhamma,Ṭhānissaro Bhikkhu,love
If I Have My Way,Chrisette Michele,love
Cant Fight This Feeling,REO Speedwagon,others
Peace Be Upon Us,Sheryl Crow,others
Still,Alanis Morissette,love
Back On The Farm,Strawbs,fear
Devouring Souls,Frozen Herd,angry
Blaue Schlotterbodeninsekten und der Ingrimm eines Vogelbeerbaumes,Angizia,joy
Ya laylo layl,Amina Alaoui,others
Mellon Collie and the Infinite Sadness,The Smashing Pumpkins,love
Forever More (Contains DJ Gregory Elle & Bob Sinclair Love Generation Accapella),Moloko,fear
Tree in a Corner,Simian,love
Шмыг под Кожу,Мистер Малой,love
Angeldust,Strung Out,joy
Dark City,Osakas Dream,angry
Asleep,Makthaverskan,others
Disappear,Anberlin,others
"Jesus, Etc.",Wilco,love
Clock on the Wall,Alva Snelling,joy
Ignition,Scanner,sadness
At the Hotel,Eunice Collins,fear
Go-Go Mummy,Zombie Ghost Train,angry
If I bump into Jesus,J.R.C.Richardson,joy
Roses 4 Rome (feat. Ordo Rosar,Triarii,fear
Mah Na Mah Na (Original 7 Version),Piero Umiliani,others
Mesmerized in Sorrow,Raison DÊtre,fear
Love Natural,Crystal Fighters,others
Pantala Naga Pampa (Rapunzel),Dave Matthews Band,love
Smile On Me,American Steel,love
Animal City,Shakira,others
Belispeak,Purity Ring,sadness
New York I Love You,LCD Soundsystem,sadness
Let There Be Light (Demo),Justice,joy
Ash,Gridlock,angry
You bet weve got something personal against you !,Black Flag,angry
...Its Time I Disposed Of You,Manta XII,angry
The Wall Of Sacrifice,Death in June,fear
Foux du Fafa,Flight of the Conchords,others
The Rise And Fall Of The Letter P,Lambchop,sadness
Chidambaram,Chinmaya Dunster,sadness
Barely Homosapien,The Hives,joy
SADISTIC LOVE,KAT-TUN,others
Still Love You,Shikata,joy
HTML,The Hot Toddies,others
Der Gute Kamerad,Nagamatzu,fear
Deep Water,Jewel,love
Phantom of the Opera,Andrew Lloyd Webber,fear
Happy to be Stuck With You,Huey Lewis and The News,others
Going Down This Highway,William Clarke,fear
A Beautiful Wasteland,Too Much Corruption,angry
RUBINESQUE,Jay Wulff,fear
Golubi,Taiga,fear
Dr. Who Theme Mix,Orbital,others
Formations,Mileece,love
Blessed,Elton John,love
Civilized,Rollins Band,sadness
The Harder They Come (with Ryan Adams),Willie Nelson,others
Négatif,Benjamin Biolay,fear
Know (lp),Chris Whitley,sadness
Selbourne Wood,Adrian Johnston,joy
The Sun,Windy & Carl,love
Greasy Gravy,William Clarke,fear
"A Smile Will Go A Long, Long W",Verbeeck Band Organ,joy
Congratulations,The Rolling Stones,love
At the Chime of a City Clock,Nick Drake,fear
Tribute to Tom,Nick Elward,love
カルナヴァル,志方あきこ,angry
This Town (Album),Hot Hot Heat,fear
Kill All the White Men,NOFX,others
Christian Dior Theme,Beck,joy
Indigo,Ed Alleyne-Johnson,fear
Beatle Bones n Smokin Stones (Portsmouth 1975),Captain Beefheart & His Magic Band,sadness
When The Devils Loose,A.A. Bondy,love
Sacré Charlemagne,France Gall,others
Chocolate Girl,Animal Collective,love
You Send Me,Fairground Attraction,love
Everywhere,Common,sadness
The Snows Of Kilimanjaro: The Hyena,Bernard Herrmann,angry
Occupation,The Skatalites,others
Touch it (IL Hot Remixxx Pt.2),Busta Rhymes,fear
Birth Of The Boogie,Bill Haley & His Comets,others
Penitentiary feat. Ghostface Killah,Raekwon,love
Alfosskor Song,Sigur Rós,sadness
侵略する者される者,Sound Horizon,joy
Walking After You,Foo Fighters,love
RAINBOW,여자친구,love
Something Inside,Jessie Ware,fear
Woodland Waltz,Marc Enfroy,love
Sweetest Goodbye,Maroon 5,love
Another Day (Another Letter) (LP Version),Boz Scaggs,sadness
Genius Next Door,Regina Spektor,angry
Love You,Maxwell,love
West Coast Profiling,Songs of Green Pheasant,angry
Self Destruction Blues,Hanoi Rocks,fear
Drowning in your own dreams,Razor Edge,angry
Zablejalo Mi Agance,Stellamara,joy
Bad Skin Day,Bell X1,fear
Baby Its You,Casiotone for the Painfully Alone,sadness
Epic - 7 Skies Remix,Suncatcher,joy
Azure Haze,Jeff Loomis,others
Spice Up Your Life,Spice Girls,others
Berlin,Carpark North,joy
Homeward Bound,Black Mekon,angry
For All We Know,Rod Stewart,fear
In Hydraulis,"The Hilliard Ensemble, Antoine Busnois",joy
Just To Prove A Point,KRS-One,angry
West Coast,Lana Del Rey,joy
Me jedyne niebo,A. M. Jopek & Pat Metheny,fear
Lord Can You Hear Me?,Spacemen 3,love
What Faith Can Do,Kutless,joy
Wolverine Blues,Jelly Roll Morton,fear
A Gentle Place,Lisa Lynne,love
and without,Milo Moesche,sadness
Happy Together,The Turtles,others
Blue Angel,Antony and the Johnsons,love
We Feel So High,Insight,others
King of All Excuses,Staind,joy
Все от винта,Александр Башлачев,angry
Without Warning feat. Hubert Tubbs,Rodney Hunter,others
Ah Uh Mi Hed,Shuggie Otis,sadness
Hound,Salem,fear
Hell Yeah!,Bulletboys,angry
Hooray,Delays,others
scatscan,Del Boca Vista,angry
Enemy Inside,Ice Ages,sadness
As Feminine As...,Lisa Lampanelli,angry
sexual predator,Teat Cru,joy
