title,label
Deadbeat at Dawn,anger
Twinsters,sadness
Cosmic Scrat-tastrophe,anger
Solace,fear
Enter Laughing,joy
For Singles Only,anger
All About Evil,anger
Breathing,sadness
"Bruce Lee, My Brother",anger
The Little Ghost,joy
True Confessions of a Go-Go Girl,joy
Lejdis,joy
Money Is Not Everything,joy
Zróbmy sobie wnuka,joy
The Mighty Angel,joy
The Dead and the Living,sadness
Shameless,anger
Baby Blues,joy
Hardkor Disko,anger
Cry of the Hunted,anger
The Challengers,joy
A Nanny for Christmas,joy
The Hot Flashes,joy
Lost in the Sun,sadness
Jigarthanda,anger
Sharpes Regiment,anger
David and Goliath,joy
Frisky,anger
Three Nights of Love,joy
Six Days a Week,anger
Without Knowing Anything About Her,fear
Somewhere Beyond Love,sadness
Misunderstood,sadness
The Sunday Woman,fear
A Boy from Calabria,joy
Christmas Rematch,joy
The Last Minute,anger
Bix,joy
Magnificat,joy
Arcane Sorcerer,sadness
The White Ship,joy
Escape by Night,joy
Vanina Vanini,anger
The Messiah,sadness
I cavalieri che fecero limpresa,joy
Dovè la libertà...?,anger
Joan of Arc at the Stake,fear
Il figlio più piccolo,joy
A Second Childhood,joy
A Golden Boy,sadness
Louder Than Bombs,fear
Entre Abelhas,joy
My Wifes Husband,love
Pouic-Pouic,fear
Algorithms,joy
Le Grand Restaurant,anger
More of Me,joy
Ferdinando and Carolina,anger
Heist,anger
Condemned,anger
Entertainment,sadness
"Rio, I Love You",joy
The Murder Pact,fear
PG 16...,sadness
Sharpes Siege,anger
The Price We Pay,anger
We Are Many,anger
Fonzy,anger
Happy 140,joy
Shelter,sadness
White Skin,fear
400 Days,fear
A Girl at My Door,fear
Just Desserts,joy
"If Not Us, Who?",anger
The Boy Who Walked Backwards,joy
Lost and Love,sadness
Absence,sadness
The Left-Handed Woman,sadness
You Wont Have Alsace-Lorraine,anger
The Discord,joy
The Hardy Bucks Movie,anger
We Want the Colonels,anger
Dear Michele,love
Lovers and Liars,joy
The Two Lives of Mattia Pascal,sadness
Facciamo paradiso,joy
Dirty Linen,sadness
The Passionate Thief,fear
Forbidden,sadness
Toto and Carolina,joy
Donatella,joy
Padri e figli,joy
Le rose del deserto,joy
The Under-Gifted,anger
Inspector Blunder,anger
Le maître décole,joy
"So Long, Stooge",sadness
Banzai,anger
Velociraptor,love
The Mysterious House of Dr. C.,sadness
The Lady Without Camelias,joy
Chung Kuo - Cina,joy
The Mystery of Oberwald,anger
Eros,love
The Extreme Tragic Story of Celal Tan and His Family,sadness
Bana Masal Anlatma,joy
In Bar,fear
Thou Gildst the Even,anger
1989,fear
Hello Lonesome,love
The Surprise,fear
Double zéro,sadness
Love the Coopers,joy
Prem Ratan Dhan Payo,joy
A Colbert Christmas: The Greatest Gift of All!,joy
Outrage,sadness
A Dandy in Aspic,anger
(T)ERROR,fear
Perfumed Ball,joy
Straight-Jacket,sadness
A Reunion,sadness
In the Grayscale,joy
King Lear,anger
Captains of the Sands,sadness
Caramuru: The Invention of Brazil,joy
No Night Is Too Long,joy
Manichitrathazhu,fear
Devasuram,anger
Chashme Buddoor,fear
Sharpes Mission,anger
The Conquerors,joy
Rock the Casbah,joy
I Was a Shoplifter,anger
Iron Man,fear
Showdown,anger
This Earth Is Mine,fear
The Golden Blade,joy
Undertow,joy
One Way Street,fear
Scarlet Angel,joy
A Very Special Favor,sadness
The Second Circle,sadness
Journey to the Safest Place on Earth,anger
All American High: Revisited,joy
"Doin It in the Park: Pick-Up Basketball, NYC",joy
SlingShot,joy
Famous Nathan,joy
Bigfoots Reflection,anger
BMF: The Rise and Fall of a Hip-Hop Drug Empire,joy
The Happy House,fear
Ralphie May: Imperfectly Yours,joy
Reilly: Ace of Spies,joy
The Secret Life of Marilyn Monroe,joy
The Roosevelts: An Intimate History,joy
Silenced,anger
In Harmony,sadness
The French Revolution,sadness
Après la guerre,joy
Le bal des casse-pieds,anger
Une Époque Formidable...,joy
Robbery at 3 Oclock,fear
Το γάλα,anger
Those Happy Days,joy
Hachi-ko,sadness
Atolladero,anger
The Story of Sin,sadness
Metamorphosis : The Alien Factor,anger
Felix and Meira,sadness
How the Lion Cub and the Turtle Sang a Song,joy
38 Parrots,joy
Treasure Island,fear
The Seventh Companion,joy
Wedding in Malinovka,fear
The Girls,joy
The Return of the Tall Blond Man with One Black Shoe,fear
Come Tomorrow...,joy
Beauties of the Night,joy
Winter Evening in Gagry,anger
72 Meters,fear
The Secret of Queen Anna or Musketeers 30 Years Later,joy
Musketeers 20 Years Later,joy
Alice in Wonderland,joy
Marta the Pious Woman,joy
Pirates of the 20th Century,fear
Arlette,sadness
The Age of Love,anger
Takhir and Zukhra,joy
Lookin Italian,sadness
713-й просит посадку,joy
"Vivat, Naval Cadets!",anger
Truffaldino from Bergamo,joy
Hussar Ballad,anger
Naval Cadets III,joy
Look for a Woman,fear
The New Adventures of the Elusive Avengers,joy
Gas Station Queen,joy
"Crown of Russian Empire, or the Elusives Again",fear
Magicians,anger
Adventures of Mowgli,joy
The Isle of Lost Ships,sadness
The Untold History of the United States,joy
"Petrovka Street, Number 38",anger
"Ogaryova Street, Number 6",fear
Start Liquidation,anger
Ku! Kin-dza-dza,joy
Faster than Rabbits,fear
Vive la France,joy
The Brides Are Coming,sadness
Hornblower: The Even Chance,anger
Do Not Leave...,joy
Serafino,anger
The Young Lady and the Hooligan,fear
Turf,joy
The Sunshine Boys,joy
What Men Still Talk About,joy
The Return of Bruno,joy
The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra,fear
"Tsirk Sgorel, i Klouny Razbezhalis",anger
Seventeen Moments in Spring,fear
Retribution,joy
With Clean Hands,anger
Dream,sadness
Uno bianca,anger
Приключения Шерлока Холмса и доктора Ватсона: Двадцатый век начинается,joy
Le Grand pardon,joy
Iblard Jikan,joy
Come Look at Me,love
Vanished Empire,sadness
Under the Gun,anger
CounterForce,fear
Pour 100 briques tas plus rien !,anger
The Undertakers Wedding,anger
Queen: Made in Heaven,joy
100 grams for Bravery,fear
You Are My Only Love,joy
Vertical,joy
The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers,anger
The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature,fear
Sherlock Holmes and Dr. Watson: Acquaintance,anger
Hotel Room,joy
Helen the Baby Fox,fear
Tomorrow Was the War,joy
Night of the Living Dead: Darkest Dawn,fear
Gutterballs,fear
Camp Dread,joy
Hallowed Ground,fear
Final Exam,anger
Anacondas: Trail of Blood,anger
Dont Go to the Reunion,sadness
Hammerhead,anger
Fathers Day,anger
Trophy Heads,anger
Camp Massacre,anger
Dont Open Till Christmas,anger
Curtains,fear
Area 407,fear
Reality Terror Night,fear
Doll Graveyard,anger
Tut,anger
Doctor Who: Last Christmas,fear
"Doctor Who: The Doctor, the Widow and the Wardrobe",sadness
Doctor Who: A Christmas Carol,sadness
Doctor Who: Planet of the Dead,anger
Doctor Who: The Next Doctor,joy
Doctor Who: Voyage of the Damned,anger
Doctor Who: The Runaway Bride,fear
Transylvania Twist,joy
The Halfway House,sadness
Chainsaw Sally,joy
Last of the Living,joy
Ninjas vs. Monsters,joy
Secrets in the Walls,sadness
Made in France,anger
My Sweet Orange Tree,joy
The King and Queen of Moonlight Bay,joy
The Phone,sadness
Frau Ella,fear
A Perfect Day,joy
A-1 Headline,fear
Sergeants 3,love
The Miracle of the Bells,joy
Step Lively,joy
İtirazım Var,joy
Lemonade,joy
Antidote,anger
Pardon,sadness
Organize İşler,joy
Police,anger
"3 ½ Minutes, 10 Bullets",anger
After Words,fear
Coldwater,sadness
Aleksandrs Price,anger
The Legend of Longwood,fear
The Blancheville Monster,fear
The Witch Returns to Life,fear
Dead Creatures,sadness
Ninja Death,fear
Emperor of Shaolin Kung Fu,sadness
Bravetown,joy
Outrageous!,joy
American Nightmare,fear
Surfacing,fear
McBain,sadness
Save Me,fear
The Killing Machine,fear
Terminal,joy
Johnny 2.0,sadness
Borderline Normal,joy
Eva,joy
Beneath the Blue,fear
Dark Rising 2:  Summer Strikes Back,fear
Transformers Prime Beast Hunters: Predacons Rising,sadness
The Red Inn,sadness
The Salvation Hunters,sadness
The Here After,joy
11:59,fear
This Isnt Funny,joy
Bibliothèque Pascal,joy
Them who?,joy
La mossa del pinguino,joy
Prince,fear
The Blue Sky Maiden,joy
Afraid to Die,fear
A Wife Confesses,anger
Mantis in Lace,anger
Ma and Pa Kettle Go to Town,anger
Masked Avengers,anger
Return of the One-Armed Swordsman,anger
Huacho,joy
Salomé,joy
Salomé,joy
Salomé,joy
Ten Tigers of Kwangtung,fear
Federal Bank Heist,joy
The Christmas That Almost Wasnt,fear
Flying Guillotine II,joy
The Flying Guillotine,fear
The Invisible Menace,joy
The Venetian Affair,joy
Young and Dangerous 5,anger
Young Tiger,fear
West Of Shanghai,fear
Criminal Activities,anger
Wild Times,anger
Wonder Woman,anger
Pápa Piquillo,joy
Hong Kong Trilogy: Preschooled Preoccupied Preposterous,joy
Warsaw 44,joy
The Red Spider,fear
Life Inside Out,sadness
A Murder in the Park,joy
Sharpes Revenge,anger
The Taint,anger
Rams,joy
Those Who Feel the Fire Burning,fear
The Mind Snatchers,anger
Becoming Me,fear
Deep Blues,sadness
His Picture in the Papers,anger
Dancing on the Edge,joy
Richard Pryor: Icon,joy
Plush,fear
At Risk,anger
Neil Young & Crazy Horse: Rust Never Sleeps,joy
The Sea Shall Not Have Them,joy
For Some Inexplicable Reason,joy
Afterlife,fear
Love is All: 100 Years of Love & Courtship,joy
Anthony Jeselnik: Thoughts and Prayers,anger
Anthony Jeselnik: Caligula,anger
The Leisure Class,joy
"Bi, Dont Be Afraid",sadness
Taikon,joy
Starring Adam West,joy
Manson Family Vacation,love
Point Break,joy
Poppies Are Also Flowers,fear
The Amazons,love
Bloodline,fear
Corridor of Mirrors,love
The Jigsaw Man,anger
Recep İvedik,joy
Recep İvedik 2,joy
Recep İvedik 3,joy
Recep İvedik 4,joy
Tangerine,love
The Kidnapping of Michel Houellebecq,anger
Midnight Manhunt,fear
Antigang,anger
The Smile Man,joy
Glassland,fear
The Ventriloquist,sadness
Envelope,sadness
Submerged,fear
Family Guy Presents: Seth and Alexs almost live comedy show,joy
Heart of a Dog,love
Bedfellows,fear
Adieu Philippine,joy
The Lords Lantern in Budapest,anger
Petey Wheatstraw,anger
Tamasha,sadness
Room 8,joy
"Tall, Dark and Handsome",love
Tarzans Fight for Life,anger
The Desert Song,anger
Iceland,joy
"Hello, Frisco, Hello",anger
Dressed to Kill,anger
Hälsoresan,sadness
Paternity Leave,joy
Katyar Kaljat Ghusali,joy
Away All Boats,joy
The Midnight Story,joy
Playgirl,joy
Naked Among Wolves,anger
The Execution of Private Slovik,sadness
The Bunny Game,love
Winter on Fire: Ukraines Fight for Freedom,anger
The List,anger
Man Walking Around a Corner,joy
Accordion Player,joy
"Monkeyshines, No. 1",fear
"Monkeyshines, No. 2",joy
Sallie Gardner at a Gallop,joy
Traffic Crossing Leeds Bridge,anger
Londons Trafalgar Square,joy
Passage of Venus,joy
eCupid,love
Talvar,anger
Cinderella 80,anger
The Quack,sadness
Newark Athlete,joy
Pestonjee,sadness
Mary Kom,joy
Dirty Hands,fear
A Summer Story,sadness
Wolf,anger
Hard to Be a God,sadness
They Have Changed Their Face,joy
Emmanuelle in Soho,sadness
"Continental, a Film Without Guns",fear
Kanto Wanderer,joy
Premam,anger
Soula Ela Xana,joy
The Saboteurs,joy
3x3,joy
Falling Overnight,joy
My Little Pony: Equestria Girls - Rainbow Rocks,joy
My Little Pony: Equestria Girls - Friendship Games,joy
The House Across the Street,joy
The Ties That Bind,joy
The Man with Icy Eyes,fear
"$100,000 for Ringo",anger
The Spy with Ten Faces,anger
Django Shoots First,anger
Operation Kid Brother,joy
Crime Boss,joy
The Antichrist,fear
Miami Golem,anger
Souls of Zen: Ancestors and Agency in Contemporary Japanese Temple Buddhism,anger
Dark Woods II,fear
Hitchcock/Truffaut,joy
Pek Yakında,joy
The Swissmakers,love
The 5th Wave,sadness
Go with Peace Jamil,anger
Prancer Returns,joy
A Few Dollars for Django,anger
Street Law,fear
"Cry, Onion!",anger
The Big Racket,anger
The Heroin Busters,anger
Kill Them All and Come Back Alone,fear
Eagles Over London,fear
Day of the Cobra,anger
Escape from the Bronx,sadness
Jonathan of the Bears,anger
Johnny Hamlet,anger
Any Gun Can Play,anger
Payment in Blood,joy
Extralarge: Black Magic,fear
A Very Murray Christmas,joy
Elf: Buddys Musical Christmas,joy
Wakkos Wish,joy
600 Miles,fear
Serial Killer 1,anger
The Even Stevens Movie,sadness
The Four Year Plan,joy
In the Crosswind,sadness
Happy Valley,sadness
GMO OMG,fear
A Royal Night Out,joy
The Chain Reaction,fear
Absolution,anger
Kisaragi,sadness
I prosseneti,joy
Barbecue,sadness
Malice@Doll,sadness
Portraits in a Sea of Lies,sadness
Dior and I,joy
The Walking Deceased,sadness
Kite,anger
Magic Beyond Words: The JK Rowling Story,anger
The Hacker Wars,anger
Peter Pan Live!,joy
Pilot Error,fear
Tinker Bell and the Legend of the NeverBeast,fear
Tinker Bell and the Pirate Fairy,joy
Radiostars,joy
Our Brief Eternity,sadness
The Bet,joy
Target Earth,sadness
An Act of War,sadness
The Velveteen Rabbit,sadness
Head Full of Honey,joy
Pokémon: Mewtwo Returns,fear
Mothers Day,anger
Su excelencia,joy
Batman Unlimited: Animal Instincts,joy
One More Time,sadness
Man Up,joy
Devils Bible,fear
Scarecrow,anger
21 Years: Richard Linklater,joy
All I Want for Christmas,sadness
"Bomba, the Jungle Boy",sadness
Crossplot,joy
Driving Me Crazy,joy
Driving Me Crazy,anger
Ever Since Eve,joy
Falling From Grace,anger
5 Steps to Danger,joy
Kidnapped,love
Life Support,joy
Superstition,anger
Ten Thousand Bedrooms,love
The Castilian,joy
The Ceremony,sadness
The Culling,fear
The Hunt for Eagle One,anger
The Hunt for Eagle One: Crash Point,anger
The Naked Street,anger
The Vagrant,sadness
The Wild Party,joy
The Wild Party,anger
Two on a Guillotine,fear
The Seduction of Mimi,joy
All Screwed Up,anger
A Night Full of Rain,joy
Blood Feud,fear
Summer Night,fear
Vanishing Pearls: The Oystermen of Pointe à la Hache,sadness
The Daring Dobermans,joy
Funeral Kings,joy
The Least of These,fear
The Great Invisible,fear
Sweet Home,love
San Andreas,anger
Regression,fear
Welcome to Me,joy
Escape by Night,joy
Gang Bullets,fear
The Sinner,joy
Two Marines and a General,fear
Sweden: Heaven and Hell,anger
The Chase,fear
The Body,anger
Shoot to Kill,anger
Mr. Robinson,sadness
Woman on the Run,sadness
Amore libero - Free Love,fear
Port of New York,anger
Gang Busters,anger
Hearts and Armour,love
Gangster Story,joy
Rose,fear
The Impossible Hour,joy
Stars and the Water Carriers,sadness
Testament of Youth,joy
Comedy Central Roast of James Franco,joy
Cenizas del Paraiso,fear
Pelota,joy
Terror Express,fear
Half the Sky: Turning Oppression Into Opportunity for Women Worldwide,joy
Girl Rising,joy
"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Aspergers Movie",sadness
The Man with the Iron Fists 2,sadness
Emmanuelle 3,love
Emmanuelle 4,joy
Emmanuelle 5,fear
Emmanuelle 6,anger
Black Emanuelle,sadness
Emmanuelle in Bangkok,love
Emanuelle in America,anger
Emmanuelle and the Last Cannibals,joy
Emmanuelle Around the World,joy
Caged Women,joy
Provincia violenta,anger
Crimebusters,anger
Captive Wild Woman,anger
Night Monster,fear
Valerie Inside Outside,anger
Doli Saja Ke Rakhna,anger
Vaastav: The Reality,anger
Sarfarosh,anger
Awake: The Life of Yogananda,joy
The Kill Team,joy
Far from the Madding Crowd,joy
Appropriate Behavior,joy
Thursday Till Sunday,sadness
L,fear
Magical Girl,fear
Garrison Keillor: The Man on the Radio in the Red Shoes,joy
Thunder and the House of Magic,joy
A Company Man,love
Crowsnest,fear
Kill em All,anger
Frontera,anger
No Tears for the Dead,joy
Love Is the Perfect Crime,sadness
Dear Lemon Lima,joy
Wrong Turn 6: Last Resort,fear
Kriminal,anger
The Spy Who Loved Flowers,fear
008: Operation Exterminate,joy
Temple of the White Elephant,joy
Samson and the Slave Queen,anger
Catherine of Russia,anger
Black Demons,fear
Hitcher in the Dark,fear
Ghosthouse,fear
Ironmaster,joy
Brothers Till We Die,joy
The Biggest Battle,anger
"The Cynic, the Rat & the Fist",joy
Free Hand for a Tough Cop,anger
Violent Naples,anger
"Rome, Armed to the Teeth",anger
Syndicate Sadists,fear
Manhunt in the City,anger
Gang War in Milan,anger
Knife of Ice,sadness
Man from Deep River,anger
Seven Blood-Stained Orchids,anger
Oasis of Fear,sadness
A Quiet Place to Kill,joy
Paranoia,joy
A Gun for One Hundred Graves,sadness
"Ringo, Its Massacre Time",anger
Lets Go And Kill Sartana,fear
Due Magnum .38 per una città di carogne,sadness
We Could Be King,anger
Canopy,anger
Raised by Wolves,anger
Rites of Spring,fear
Barbie as The Princess & the Pauper,joy
Barbie: Fairytopia,anger
Barbie of Swan Lake,joy
Barbie in Princess Power,anger
Barbie Diaries,joy
Barbie: Princess Charm School,joy
Barbie and the Secret Door,joy
Barbie: A Fairy Secret,joy
Barbie in the 12 Dancing Princesses,joy
Barbie: The Princess & The Popstar,anger
Barbie and the Diamond Castle,joy
Barbie in A Mermaid Tale,joy
Barbie as the Island Princess,love
Barbie in A Mermaid Tale 2,joy
Barbie and the Three Musketeers,joy
Barbie in the Pink Shoes,joy
Barbie in A Christmas Carol,joy
Barbie: The Pearl Princess,joy
Barbie: Mariposa and The Fairy Princess,fear
Barbie Presents: Thumbelina,anger
Barbie Fairytopia: Magic of the Rainbow,fear
Barbie Fairytopia: Mermaidia,joy
Barbie as Rapunzel,anger
Barbie and the Magic of Pegasus 3-D,joy
Barbie & Her Sisters in A Pony Tale,joy
Barbie Mariposa and Her Butterfly Fairy Friends,anger
Barbie and the Rockers: Out Of This World,joy
Der var engang,joy
The Key to Paradise,joy
Summer in Tyrol,joy
The Bélier Family,joy
Green Sails,anger
Hitman: Agent 47,anger
How Sherlock Changed the World,joy
Working Girls,anger
Doug Stanhope: Before Turning the Gun on Himself,joy
Doug Stanhope: Oslo - Burning the Bridge to Nowhere,joy
